(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 68 | Time: 69.577) BestSol = Solution: cost=[3817.0], size=[113]
(Gen. 72 | Time: 73.898) BestSol = Solution: cost=[3877.0], size=[114]
(Gen. 76 | Time: 78.453) BestSol = Solution: cost=[3888.0], size=[118]
(Gen. 78 | Time: 80.498) BestSol = Solution: cost=[3889.0], size=[119]
(Gen. 80 | Time: 82.451) BestSol = Solution: cost=[4056.0], size=[116]
(Gen. 90 | Time: 93.351) BestSol = Solution: cost=[4081.0], size=[120]
(Gen. 100 | Time: 103.131) BestSol = Solution: cost=[4113.0], size=[121]
(Gen. 105 | Time: 108.881) BestSol = Solution: cost=[4196.0], size=[116]
(Gen. 107 | Time: 111.36) BestSol = Solution: cost=[4208.0], size=[118]
(Gen. 114 | Time: 118.472) BestSol = Solution: cost=[4260.0], size=[116]
(Gen. 141 | Time: 145.012) BestSol = Solution: cost=[4329.0], size=[118]
(Gen. 142 | Time: 146.119) BestSol = Solution: cost=[4337.0], size=[116]
(Gen. 144 | Time: 148.097) BestSol = Solution: cost=[4361.0], size=[118]
(Gen. 172 | Time: 174.501) BestSol = Solution: cost=[4373.0], size=[119]
(Gen. 173 | Time: 175.457) BestSol = Solution: cost=[4402.0], size=[122]
(Gen. 177 | Time: 179.386) BestSol = Solution: cost=[4414.0], size=[121]
(Gen. 186 | Time: 187.689) BestSol = Solution: cost=[4415.0], size=[122]
(Gen. 202 | Time: 202.346) BestSol = Solution: cost=[4437.0], size=[123]
(Gen. 210 | Time: 210.136) BestSol = Solution: cost=[4447.0], size=[123]
(Gen. 223 | Time: 222.474) BestSol = Solution: cost=[4477.0], size=[124]
(Gen. 238 | Time: 236.934) BestSol = Solution: cost=[4534.0], size=[121]
(Gen. 255 | Time: 253.752) BestSol = Solution: cost=[4539.0], size=[121]
(Gen. 256 | Time: 254.648) BestSol = Solution: cost=[4587.0], size=[122]
(Gen. 298 | Time: 296.016) BestSol = Solution: cost=[4594.0], size=[123]
(Gen. 301 | Time: 299.465) BestSol = Solution: cost=[4597.0], size=[124]
(Gen. 310 | Time: 309.192) BestSol = Solution: cost=[4651.0], size=[123]
(Gen. 361 | Time: 357.421) BestSol = Solution: cost=[4666.0], size=[122]
(Gen. 363 | Time: 359.358) BestSol = Solution: cost=[4677.0], size=[123]
(Gen. 406 | Time: 400.222) BestSol = Solution: cost=[4684.0], size=[122]
(Gen. 456 | Time: 445.771) BestSol = Solution: cost=[4693.0], size=[121]
(Gen. 460 | Time: 449.934) BestSol = Solution: cost=[4699.0], size=[120]
maxVal = Solution: cost=[4699.0], size=[120]
Time = 600.988 seg
