(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 151 | Time: 157.594) BestSol = Solution: cost=[4230.0], size=[125]
(Gen. 153 | Time: 159.485) BestSol = Solution: cost=[4316.0], size=[121]
(Gen. 158 | Time: 164.212) BestSol = Solution: cost=[4323.0], size=[119]
(Gen. 163 | Time: 168.866) BestSol = Solution: cost=[4339.0], size=[114]
(Gen. 176 | Time: 180.992) BestSol = Solution: cost=[4348.0], size=[119]
(Gen. 214 | Time: 216.724) BestSol = Solution: cost=[4361.0], size=[118]
(Gen. 225 | Time: 227.128) BestSol = Solution: cost=[4368.0], size=[117]
(Gen. 249 | Time: 249.675) BestSol = Solution: cost=[4379.0], size=[120]
(Gen. 270 | Time: 269.56) BestSol = Solution: cost=[4425.0], size=[119]
(Gen. 316 | Time: 311.006) BestSol = Solution: cost=[4456.0], size=[119]
(Gen. 333 | Time: 326.634) BestSol = Solution: cost=[4478.0], size=[119]
(Gen. 339 | Time: 331.435) BestSol = Solution: cost=[4507.0], size=[118]
(Gen. 340 | Time: 332.319) BestSol = Solution: cost=[4514.0], size=[117]
(Gen. 349 | Time: 340.629) BestSol = Solution: cost=[4533.0], size=[118]
(Gen. 351 | Time: 342.491) BestSol = Solution: cost=[4534.0], size=[117]
(Gen. 363 | Time: 354.573) BestSol = Solution: cost=[4536.0], size=[119]
(Gen. 409 | Time: 397.219) BestSol = Solution: cost=[4558.0], size=[117]
(Gen. 518 | Time: 494.49) BestSol = Solution: cost=[4579.0], size=[118]
(Gen. 608 | Time: 573.846) BestSol = Solution: cost=[4580.0], size=[117]
maxVal = Solution: cost=[4580.0], size=[117]
Time = 600.459 seg
