(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 55 | Time: 39.375) BestSol = Solution: cost=[3656.0], size=[115]
(Gen. 57 | Time: 40.619) BestSol = Solution: cost=[3774.0], size=[116]
(Gen. 59 | Time: 42.7) BestSol = Solution: cost=[3819.0], size=[115]
(Gen. 60 | Time: 43.526) BestSol = Solution: cost=[3876.0], size=[118]
(Gen. 64 | Time: 46.443) BestSol = Solution: cost=[3894.0], size=[109]
(Gen. 65 | Time: 47.03) BestSol = Solution: cost=[3961.0], size=[118]
(Gen. 67 | Time: 48.191) BestSol = Solution: cost=[4021.0], size=[109]
(Gen. 68 | Time: 48.807) BestSol = Solution: cost=[4091.0], size=[108]
(Gen. 78 | Time: 55.352) BestSol = Solution: cost=[4107.0], size=[112]
(Gen. 79 | Time: 56.073) BestSol = Solution: cost=[4137.0], size=[111]
(Gen. 80 | Time: 56.654) BestSol = Solution: cost=[4143.0], size=[114]
(Gen. 82 | Time: 58.185) BestSol = Solution: cost=[4199.0], size=[109]
(Gen. 107 | Time: 74.408) BestSol = Solution: cost=[4205.0], size=[111]
(Gen. 109 | Time: 75.708) BestSol = Solution: cost=[4244.0], size=[110]
(Gen. 123 | Time: 84.673) BestSol = Solution: cost=[4254.0], size=[110]
(Gen. 161 | Time: 110.351) BestSol = Solution: cost=[4281.0], size=[109]
(Gen. 178 | Time: 121.173) BestSol = Solution: cost=[4301.0], size=[109]
(Gen. 200 | Time: 135.302) BestSol = Solution: cost=[4313.0], size=[109]
(Gen. 209 | Time: 140.947) BestSol = Solution: cost=[4314.0], size=[113]
(Gen. 214 | Time: 144.119) BestSol = Solution: cost=[4341.0], size=[112]
(Gen. 222 | Time: 149.264) BestSol = Solution: cost=[4350.0], size=[111]
(Gen. 228 | Time: 153.101) BestSol = Solution: cost=[4354.0], size=[108]
(Gen. 229 | Time: 153.861) BestSol = Solution: cost=[4398.0], size=[113]
(Gen. 246 | Time: 164.44) BestSol = Solution: cost=[4418.0], size=[113]
(Gen. 290 | Time: 192.673) BestSol = Solution: cost=[4423.0], size=[114]
(Gen. 309 | Time: 204.181) BestSol = Solution: cost=[4428.0], size=[116]
(Gen. 314 | Time: 207.274) BestSol = Solution: cost=[4438.0], size=[113]
(Gen. 333 | Time: 219.255) BestSol = Solution: cost=[4464.0], size=[115]
(Gen. 353 | Time: 232.154) BestSol = Solution: cost=[4469.0], size=[115]
(Gen. 360 | Time: 236.538) BestSol = Solution: cost=[4521.0], size=[112]
(Gen. 367 | Time: 240.774) BestSol = Solution: cost=[4534.0], size=[113]
(Gen. 419 | Time: 273.523) BestSol = Solution: cost=[4535.0], size=[112]
(Gen. 437 | Time: 284.43) BestSol = Solution: cost=[4559.0], size=[113]
(Gen. 449 | Time: 291.867) BestSol = Solution: cost=[4580.0], size=[112]
(Gen. 515 | Time: 333.406) BestSol = Solution: cost=[4596.0], size=[112]
(Gen. 521 | Time: 337.171) BestSol = Solution: cost=[4654.0], size=[113]
(Gen. 544 | Time: 351.074) BestSol = Solution: cost=[4656.0], size=[112]
(Gen. 646 | Time: 415.382) BestSol = Solution: cost=[4662.0], size=[112]
(Gen. 743 | Time: 475.984) BestSol = Solution: cost=[4666.0], size=[114]
(Gen. 750 | Time: 480.297) BestSol = Solution: cost=[4675.0], size=[115]
maxVal = Solution: cost=[4675.0], size=[115]
Time = 600.677 seg
