(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 96 | Time: 83.332) BestSol = Solution: cost=[4112.0], size=[127]
(Gen. 102 | Time: 88.459) BestSol = Solution: cost=[4158.0], size=[128]
(Gen. 104 | Time: 90.27) BestSol = Solution: cost=[4179.0], size=[127]
(Gen. 112 | Time: 97.76) BestSol = Solution: cost=[4199.0], size=[127]
(Gen. 116 | Time: 101.171) BestSol = Solution: cost=[4238.0], size=[121]
(Gen. 120 | Time: 104.037) BestSol = Solution: cost=[4278.0], size=[121]
(Gen. 136 | Time: 117.469) BestSol = Solution: cost=[4304.0], size=[123]
(Gen. 154 | Time: 133.509) BestSol = Solution: cost=[4308.0], size=[125]
(Gen. 165 | Time: 142.222) BestSol = Solution: cost=[4318.0], size=[124]
(Gen. 187 | Time: 161.051) BestSol = Solution: cost=[4344.0], size=[123]
(Gen. 192 | Time: 165.46) BestSol = Solution: cost=[4345.0], size=[124]
(Gen. 236 | Time: 201.611) BestSol = Solution: cost=[4361.0], size=[123]
(Gen. 242 | Time: 206.206) BestSol = Solution: cost=[4394.0], size=[122]
(Gen. 252 | Time: 214.205) BestSol = Solution: cost=[4401.0], size=[119]
(Gen. 257 | Time: 217.919) BestSol = Solution: cost=[4409.0], size=[118]
(Gen. 258 | Time: 218.75) BestSol = Solution: cost=[4422.0], size=[118]
(Gen. 318 | Time: 271.251) BestSol = Solution: cost=[4444.0], size=[119]
(Gen. 361 | Time: 308.057) BestSol = Solution: cost=[4493.0], size=[120]
(Gen. 390 | Time: 332.17) BestSol = Solution: cost=[4503.0], size=[119]
(Gen. 411 | Time: 350.948) BestSol = Solution: cost=[4511.0], size=[120]
(Gen. 418 | Time: 357.384) BestSol = Solution: cost=[4520.0], size=[120]
(Gen. 508 | Time: 434.567) BestSol = Solution: cost=[4529.0], size=[121]
(Gen. 553 | Time: 473.981) BestSol = Solution: cost=[4540.0], size=[122]
(Gen. 567 | Time: 485.773) BestSol = Solution: cost=[4553.0], size=[121]
(Gen. 701 | Time: 598.984) BestSol = Solution: cost=[4556.0], size=[122]
maxVal = Solution: cost=[4556.0], size=[122]
Time = 600.95 seg
