(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 500 | Time: 327.782) BestSol = Solution: cost=[4471.0], size=[121]
(Gen. 531 | Time: 347.041) BestSol = Solution: cost=[4484.0], size=[117]
(Gen. 567 | Time: 369.939) BestSol = Solution: cost=[4494.0], size=[117]
(Gen. 603 | Time: 392.104) BestSol = Solution: cost=[4497.0], size=[115]
(Gen. 605 | Time: 393.287) BestSol = Solution: cost=[4527.0], size=[117]
(Gen. 606 | Time: 393.905) BestSol = Solution: cost=[4535.0], size=[119]
(Gen. 607 | Time: 394.493) BestSol = Solution: cost=[4543.0], size=[118]
(Gen. 663 | Time: 428.563) BestSol = Solution: cost=[4577.0], size=[121]
(Gen. 687 | Time: 443.29) BestSol = Solution: cost=[4633.0], size=[123]
(Gen. 709 | Time: 457.346) BestSol = Solution: cost=[4634.0], size=[122]
(Gen. 713 | Time: 459.796) BestSol = Solution: cost=[4645.0], size=[123]
(Gen. 756 | Time: 486.329) BestSol = Solution: cost=[4657.0], size=[121]
maxVal = Solution: cost=[4657.0], size=[121]
Time = 600.788 seg
